Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
AARM,CSE,COMPUTER SCIENCE AND ENGINEERING,24147,24147,41502,41502,34085,36425,24147,24147,31767,31767,24369,37487,24147,138549,61347,70506,33632,33632
AARM,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),26432,26432,59596,59596,40592,40592,102919,102919,33724,37381,47365,60556,26432,26432,88483,132029,36342,36342
AARM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34682,44847,102933,110964,63789,73807,34682,44847,54611,54611,110517,118655,34682,44847,128399,128399,54335,66424
AARM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,62606,91120,82680,91120,109130,109130,62606,96339,76622,91228,80021,91120,62606,91120,90287,145982,93730,134342
AARM,MEC,MECHANICAL ENGINEERING,65347,116925,127779,127779,111227,116925,65347,116925,105791,120420,65347,116925,65347,116925,114707,134818,104472,118544
ACEG,CIV,CIVIL ENGINEERING,58226,58226,113649,126357,96615,96615,58226,58226,81453,93502,58226,120594,136536,136536,117755,137454,71557,114524
ACEG,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),25579,25579,53592,53592,33385,35155,78691,78691,32674,32674,55275,65361,108625,108625,99062,99062,28711,28729
ACEG,CSE,COMPUTER SCIENCE AND ENGINEERING,22208,22208,51608,51831,30544,31704,83727,83727,29757,29757,52085,58242,127895,146715,77009,82361,25813,25813
ACEG,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23028,23028,44973,45265,30690,32149,62180,62180,30212,30212,41694,61037,125425,125425,90113,93369,26687,26687
ACEG,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),29748,29748,61311,79446,42357,42357,29748,108552,39042,40850,74566,74566,29748,151459,125277,136596,35859,35859
ACEG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,31519,31519,72817,72817,43530,43530,31519,31519,43722,43722,76010,76010,31519,31519,91525,135408,35854,35854
ACEG,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39271,39271,104188,104188,58154,58701,39271,39271,39271,39271,82351,82351,39271,39271,102441,102441,61279,61279
ACEG,INF,INFORMATION TECHNOLOGY,28800,28800,58829,58829,38757,41677,28800,28800,37718,37718,66887,79249,28800,28800,100128,100128,31050,31050
ACEG,MEC,MECHANICAL ENGINEERING,55612,81032,103969,120471,59496,81032,71004,81032,69568,104626,130869,130869,130850,130850,57771,81032,97336,119712
AITH,CIV,CIVIL ENGINEERING,104008,104008,116982,118095,119961,119961,104008,104008,113639,113639,104008,104008,104008,104008,147873,148560,134597,134597
AITH,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),51543,53931,115268,121029,85514,90107,51543,53931,79507,80359,104283,108510,51543,53931,121844,149116,83154,83154
AITH,CSE,COMPUTER SCIENCE AND ENGINEERING,55245,55245,92945,105241,78766,80423,55245,56602,70714,70714,91186,97552,55245,97641,137964,137964,82277,82277
AITH,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),58452,60138,85749,108699,79823,79823,79958,79958,71718,71718,58452,96169,62235,62235,138266,138597,76195,76195
AITH,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73549,79786,87647,112989,98765,101727,73549,79786,89369,89369,125467,125467,73549,79786,144330,151278,97184,100650
AITH,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59383,90473,100536,106669,109147,119534,59383,90473,99029,105500,113130,113130,59383,90473,145855,145855,122487,122487
AITH,MEC,MECHANICAL ENGINEERING,103928,103928,128784,128784,130130,130130,103928,103928,125590,145122,103928,147844,103928,103928,149700,149700,103928,103928
AKIT,CIV,CIVIL ENGINEERING,107694,107694,142915,142915,144391,144391,107694,107694,147037,147037,147175,147175,107694,107694,141495,141495,107694,107694
AKIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),59303,65640,133876,133876,133113,133113,59303,98447,114668,114668,129802,129802,124941,124941,143389,143389,90263,90263
AKIT,CSE,COMPUTER SCIENCE AND ENGINEERING,79085,79085,133288,133288,121794,128157,79085,79085,102359,119519,119331,119331,79085,79085,138141,144115,126188,132332
AKIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84148,84148,84148,126040,109245,128570,115789,115789,84148,118119,115893,115893,150084,150084,111514,131572,130080,130080
AKIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,105747,119611,136630,139575,141092,141092,105747,119611,130576,130576,141160,141160,105747,119611,136500,136500,105747,119611
AKIT,MEC,MECHANICAL ENGINEERING,112179,112179,146069,146993,147325,147975,112179,112179,148340,148340,112179,112179,112179,112179,138375,149495,112179,112179
AKIT,MIN,MINING ENGINEERING,105365,105365,107860,107860,108606,136918,137282,137282,105365,132603,105365,105365,121423,121423,127278,127278,113234,113234
ANRK,CIV,CIVIL ENGINEERING,84462,85170,136493,136493,151450,151450,84462,85170,110016,110016,84462,85170,84462,85170,144536,148485,84462,85170
ANRK,CSE,COMPUTER SCIENCE AND ENGINEERING,43527,43527,92772,92772,72105,72105,43527,54753,53125,53125,75036,75036,43527,123634,135631,136681,74831,74831
ANRK,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),45123,45123,94977,94977,61956,61956,60940,60940,60017,60017,90855,128196,117272,117272,113015,144605,66792,69989
ANRK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73412,73412,134649,134649,118796,118796,118934,118934,95806,95806,118976,118976,149988,149988,150886,150886,105041,105041
ANRK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,70580,70580,133299,133299,121060,121060,70580,70580,107406,115489,118239,118239,70580,70580,151330,151330,109730,109730
ANRK,INF,INFORMATION TECHNOLOGY,56645,56645,90677,133900,106649,106649,56645,56645,79570,82613,134640,134640,56645,56645,149807,149807,83937,110287
ANUG,AI,ARTIFICIAL INTELLIGENCE,9932,10520,27392,27392,15337,15337,9932,10520,13037,13373,23730,29620,9932,10520,36018,36018,11522,11522
ANUG,CIV,CIVIL ENGINEERING,52802,52802,93165,119982,70228,91391,52802,52802,64847,72217,73230,79717,52802,52802,96964,108237,69734,69734
ANUG,CSE,COMPUTER SCIENCE AND ENGINEERING,9684,9684,25594,25594,14334,14334,17724,23551,13070,13368,22466,30796,35036,35036,36869,42536,10951,10951
ANUG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,18658,18658,41325,41325,24979,24979,78404,78404,23946,23946,48992,48992,132797,141276,55802,66326,21282,21282
ANUG,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,30799,33398,86844,86844,41876,43443,30799,33398,38120,44817,78498,99113,106012,136465,88358,96999,44165,44165
ANUG,INF,INFORMATION TECHNOLOGY,14783,14783,36510,36510,19923,19923,62519,85719,18148,18148,34403,38415,14783,74075,52156,68323,15764,15764
ANUG,MEC,MECHANICAL ENGINEERING,48242,62649,98957,106217,64990,105777,48242,62649,67633,82086,94199,95515,48242,62649,107300,142411,55178,95914
ARJN,CSE,COMPUTER SCIENCE AND ENGINEERING,51105,51105,102615,120377,67111,81620,68607,68607,66147,67309,90820,90820,57521,57521,139531,139531,72356,72356
ARJN,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),59996,59996,132842,132842,86485,89917,59996,59996,80586,80586,110411,130870,59996,59996,142380,150936,73703,83232
ARJN,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,82109,82109,100848,105165,104341,109831,82109,82109,98384,103921,98434,98434,82109,82109,148284,148284,113465,113465
ASRA,CIV,CIVIL ENGINEERING,90049,90049,151374,151374,151359,151720,90049,90049,151634,151634,90049,90049,90049,90049,151264,151264,90049,90049
ASRA,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),73840,73840,113976,113976,94216,94216,73840,77289,85982,86518,131004,131004,73840,79749,143931,144407,96864,100596
ASRA,CSE,COMPUTER SCIENCE AND ENGINEERING,58764,68136,110391,110391,83664,83664,58764,68136,75835,75835,98775,127071,58764,68136,137818,145589,81405,81405
ASRA,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),66667,66667,119012,126831,87787,89645,68592,68592,83828,83828,107891,107891,139294,139294,125892,149486,91465,95787
ASRA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78918,93941,125577,125577,102935,107517,91607,93941,94292,108032,107594,107594,78918,93941,147707,148063,113430,117010
ASRA,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114971,115321,115128,116959,124812,128401,114971,115321,114971,116219,127545,127545,114971,115321,149220,149220,124525,126172
ASRA,MEC,MECHANICAL ENGINEERING,88773,109466,150708,150708,150465,150465,88773,109466,88773,109466,88773,126454,88773,109466,130272,130272,88773,109466
AURG,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,36379,39121,81011,81011,49596,56111,36379,60086,55487,59135,57404,57404,121721,121721,112624,113123,45513,58033
AURG,CSE,COMPUTER SCIENCE AND ENGINEERING,34849,36060,85572,85572,54817,54817,50263,50263,49755,49755,74319,117909,85142,140923,105915,108516,57177,57177
AURG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,35379,35379,92120,110069,57584,57584,35379,52573,53108,53108,127446,127446,135467,135467,92169,143609,58634,61385
AURG,MEC,MECHANICAL ENGINEERING,73427,112693,123188,130135,117946,117946,73427,112693,95047,134058,117676,129854,73427,112693,142779,143616,130433,130433
AVIH,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),74430,74430,121388,128355,89933,89933,77470,77470,84570,84570,132997,132997,74430,84368,142846,143642,94033,94033
AVIH,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65218,72250,125307,125307,87300,92224,65218,72250,83402,83886,131009,132301,65218,72250,140905,150355,90703,90703
AVIH,CSE,COMPUTER SCIENCE AND ENGINEERING,67614,67614,122489,122789,87996,87996,80389,80389,79198,82229,125483,131332,128920,128920,141478,144620,90127,90127
AVIH,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),65107,65107,106706,115755,83229,83229,65107,66734,70562,70562,65107,65107,65107,75433,141279,141279,88549,88549
AVIH,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79961,79961,135264,135264,97266,97833,79961,79961,91147,93821,100722,100771,79961,89612,145846,146750,100668,102713
AVIH,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92931,94325,109707,109707,117725,117725,105318,105318,92931,104918,92931,94325,111099,111099,144576,144576,131848,131848
AVIH,MEC,MECHANICAL ENGINEERING,101070,101070,114089,148211,131602,147901,147225,147225,127387,147940,101070,111031,101070,101070,146934,150795,101070,101070
AVNI,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,51674,52292,59245,108302,70134,70134,67734,67734,67525,67525,104267,104267,51674,52292,132866,146816,65810,65810
AVNI,CIV,CIVIL ENGINEERING,76757,76757,123068,123068,96965,108242,97295,97295,94441,94441,76757,76757,95241,95241,141804,141804,123584,123584
AVNI,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),52839,52839,101851,101851,72655,72655,69954,69954,65206,72479,80564,80564,52839,52839,138219,147647,71625,71625
AVNI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),57472,57472,100902,100902,73288,76375,61211,68707,71967,71967,100895,105108,57472,139607,137723,150026,66714,66714
AVNI,CSE,COMPUTER SCIENCE AND ENGINEERING,48753,48753,86178,90823,66344,66344,52377,52377,57539,60039,88430,104580,124224,124224,113974,140605,59623,59623
AVNI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),54298,54298,91794,91794,69618,69618,91801,91801,67662,67662,72912,119459,145143,145143,135790,149174,62939,62939
AVNI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71540,72587,116175,125818,87047,87047,71540,83219,76418,83084,122707,126484,71540,145137,142265,148880,82371,89304
AVNI,MEC,MECHANICAL ENGINEERING,72453,105587,115390,115390,112704,112704,72453,105587,103962,112447,133562,133562,72453,105587,141821,145408,115868,115868
BIET,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),48530,53672,103768,134766,80568,80568,48530,53672,74723,74723,96349,134302,48530,53672,136593,149407,75335,82324
BIET,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),63665,63665,105387,126835,80178,83262,63665,63665,76754,76754,109196,109196,63665,63665,139960,145784,77390,78167
BIET,CSE,COMPUTER SCIENCE AND ENGINEERING,54921,54921,116320,116320,74704,77190,72130,72130,70913,70913,95899,118103,139120,139120,138644,144764,74782,74782
BIET,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),58572,59348,117983,124197,78963,82077,74773,74773,74636,76183,103787,103787,63266,63266,141225,150241,76016,76016
BIET,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77193,77193,134258,134258,100841,101239,77193,80813,92673,92673,131658,135115,146745,146745,147168,148508,101008,101008
BIET,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,51070,94170,114254,114254,110879,110879,51070,94170,98629,98629,94942,94942,51070,146072,137058,137953,87175,116672
BIET,INF,INFORMATION TECHNOLOGY,66630,66630,131300,131300,91504,95171,75388,75388,88124,88124,128575,131165,66630,66630,144103,144103,89373,89910
BIET,MEC,MECHANICAL ENGINEERING,86754,86754,86754,125944,105156,110661,108431,108431,119221,119221,86754,86754,144501,144501,139488,139695,103789,104562
BITN,CIV,CIVIL ENGINEERING,103172,103172,103172,135892,103172,144847,103172,103172,103172,103172,150476,150476,103172,103172,103172,103172,103172,103172
BITN,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),86719,86719,130602,130602,116707,116707,91758,91758,104998,104998,135300,135300,86719,86719,147258,150996,135171,135171
BITN,CSE,COMPUTER SCIENCE AND ENGINEERING,72769,72769,133450,133450,105842,105842,90965,90965,90016,90016,135356,135356,145788,145788,149513,149513,126306,132434
